93002,0
142698,0
122652,0
103634,0
90919,0
35158,0
69418,0
56224,0
75613,0
57968,0
19709,0
64505,0
50400,0
64895,0
51144,0
5203,0
1825,0
51687,0
6531,0
129524,0
18823,0
100813,0
11603,0
136126,0
101503,0
6871,0
63643,0
136588,0
36939,0
78069,0
9101,0
54541,0
146074,0
128561,0
73444,0
32074,0
22779,0
121958,0
61870,0
41469,0
33710,0
98897,0
69372,0
132092,0
21029,0
7115,0
115820,0
121897,0
21701,0
42576,0
17961,0
87314,0
28289,0
70070,0
58801,0
58210,0
118739,0
116011,0
17420,0
81270,0
28508,0
64899,0
49684,0
19177,0
101220,0
113807,0
113834,0
139474,0
60896,0
126338,0
53183,0
131168,0
7222,0
115804,0
47972,0
136239,0
21680,0
56572,0
37035,0
17777,0
3837,0
125982,0
51784,0
101790,0
85435,0
106300,0
73766,0
45184,0
88290,0
95341,0
143065,0
117688,0
66644,0
88314,0
65809,0
35831,0
72179,0
132051,0
73312,0
118206,0
60709,0
25177,0
117451,0
34778,0
133376,0
28950,0
6324,0
111932,0
50539,0
118189,0
6007,0
81686,0
41057,0
114822,0
81065,0
2215,0
40972,0
5566,0
78737,0
71830,0
18159,0
57745,0
120893,0
32519,0
138196,0
138750,0
24187,0
102696,0
71518,0
114131,0
83867,0
22600,0
81201,0
24431,0
37854,0
8657,0
54234,0
80080,0
49046,0
5797,0
135005,0
44406,0
122256,0
90595,0
15164,0
88936,0
116733,0
1536,0
109734,0
138236,0
111677,0
24904,0
46819,0
102116,0
100103,0
56156,0
40988,0
114460,0
8234,0
886,0
97113,0
81913,0
30726,0
15399,0
106616,0
73489,0
62389,0
55973,0
124865,0
118133,0
251,0
135032,0
1096,0
12110,0
62482,0
132274,0
53539,0
31971,0
79462,0
125624,0
89083,0
82563,0
17402,0
123838,0
20548,0
59248,0
95879,0
122246,0
36640,0
84461,0
135687,0
130810,0
72331,0
116015,0
142638,0
121441,0
61987,0
55766,0
145917,0
53288,0
130011,0
97729,0
145234,0
84018,0
3285,0
82299,0
146907,0
103996,0
27786,0
75815,0
145945,0
142953,0
14174,0
78318,0
81025,0
7912,0
130242,0
85067,0
111104,0
82912,0
128163,0
50904,0
67722,0
106273,0
14254,0
33242,0
76218,0
76164,0
140430,0
105029,0
134572,0
66385,0
77945,0
79078,0
97519,0
40235,0
34694,0
80654,0
32277,0
137766,0
49504,0
145532,0
67799,0
1774,0
75264,0
9842,0
87466,0
33128,0
123089,0
72287,0
54219,0
112065,0
118825,0
16850,0
6180,0
8998,0
61038,0
6611,0
12407,0
97954,0
99034,0
27912,0
55657,0
93978,0
140454,0
59542,0
91725,0
43119,0
15597,0
30216,0
78325,0
12987,0
111214,0
86049,0
97867,0
42319,0
136063,0
73635,0
91482,0
72506,0
91790,0
86756,0
109136,0
83009,0
95789,0
84686,0
81565,0
56519,0
14295,0
40759,0
138727,0
70645,0
44761,0
100087,0
51418,0
97376,0
44852,0
116269,0
21007,0
56885,0
34895,0
28636,0
67431,0
51697,0
43697,0
139201,0
145620,0
32918,0
88735,0
101215,0
129365,0
111598,0
135519,0
51581,0
80685,0
56404,0
66823,0
147070,0
130617,0
52934,0
125560,0
58218,0
68588,0
132567,0
7262,0
47121,0
39553,0
36584,0
88975,0
19286,0
119830,0
93417,0
49529,0
85434,0
110112,0
33785,0
138478,0
82345,0
118505,0
12876,0
62880,0
22452,0
20054,0
7516,0
19864,0
39984,0
53477,0
130328,0
143360,0
20796,0
83960,0
2800,0
54529,0
17300,0
11328,0
131706,0
119238,0
61633,0
11543,0
113978,0
65609,0
75517,0
134723,0
26486,0
78965,0
58459,0
18471,0
66378,0
54756,0
30265,0
51519,0
38162,0
130784,0
119134,0
133831,0
125585,0
44661,0
50757,0
34926,0
69243,0
122490,0
74097,0
42065,0
6106,0
5843,0
56699,0
88656,0
27985,0
63879,0
34909,0
123174,0
482,0
49572,0
25218,0
14474,0
71726,0
56801,0
139318,0
88653,0
35802,0
96129,0
6296,0
5597,0
65231,0
117390,0
128192,0
132899,0
68205,0
79919,0
6790,0
119059,0
131175,0
114938,0
115582,0
43753,0
34340,0
68744,0
15932,0
95258,0
73251,0
144667,0
144380,0
89122,0
7864,0
98307,0
2682,0
19509,0
93428,0
37049,0
131161,0
145275,0
142600,0
97484,0
121907,0
20580,0
119977,0
10995,0
69474,0
11438,0
66022,0
38036,0
59126,0
57873,0
45021,0
36403,0
50309,0
43603,0
53434,0
16236,0
80647,0
135754,0
101535,0
27340,0
65566,0
18503,0
136789,0
51185,0
61529,0
136741,0
3370,0
25348,0
37824,0
27807,0
118709,0
110844,0
135904,0
12881,0
42544,0
28373,0
82836,0
67652,0
93085,0
60950,0
126140,0
17637,0
44654,0
13888,0
117178,0
110605,0
1939,0
27233,0
28515,0
14265,0
113504,0
96106,0
39993,0
144199,0
89797,0
131132,0
49840,0
112811,0
121572,0
114448,0
110204,0
19469,0
128885,0
57107,0
45663,0
18080,0
60445,0
15629,0
17284,0
56346,0
131674,0
83838,0
147358,0
30397,0
29465,0
16155,0
19149,0
68248,0
7698,0
3371,0
55475,0
55310,0
6003,0
77734,0
2591,0
71729,0
76042,0
130389,0
20914,0
99635,0
113406,0
106542,0
18566,0
32192,0
51256,0
31154,0
58139,0
9211,0
85352,0
17793,0
59191,0
41260,0
29244,0
33121,0
10627,0
19304,0
60849,0
11744,0
130474,0
123350,0
25057,0
6415,0
141846,0
50125,0
3210,0
105633,0
38234,0
14789,0
60383,0
32521,0
104202,0
101840,0
134903,0
111599,0
71901,0
63187,0
86856,0
16995,0
3434,0
28461,0
127956,0
16380,0
73521,0
107026,0
80617,0
46561,0
35973,0
7427,0
37729,0
68635,0
139468,0
69780,0
16261,0
104275,0
5336,0
50201,0
144626,0
108727,0
4577,0
44569,0
73797,0
54706,0
67440,0
47634,0
24224,0
85489,0
93321,0
1986,0
20115,0
33562,0
101061,0
92099,0
26294,0
107213,0
23354,0
2746,0
68373,0
102187,0
113809,0
106775,0
40923,0
6498,0
17468,0
135125,0
107756,0
108895,0
92197,0
20006,0
118016,0
131107,0
141076,0
1769,0
138775,0
30990,0
3018,0
113081,0
47575,0
75737,0
44106,0
117870,0
130060,0
124098,0
88179,0
102491,0
127080,0
140035,0
20304,0
321,0
61946,0
16567,0
81437,0
55430,0
72471,0
40317,0
99812,0
145903,0
4687,0
94201,0
127807,0
85060,0
100238,0
49441,0
105839,0
3045,0
117301,0
103722,0
68858,0
46275,0
71224,0
5887,0
69534,0
107255,0
105570,0
32237,0
52577,0
109329,0
27167,0
22995,0
10724,0
5104,0
131408,0
6817,0
108668,0
51646,0
17798,0
10527,0
45390,0
56141,0
142484,0
116831,0
103862,0
47623,0
107360,0
117456,0
111217,0
